datetime,kWh,date,weekday,workday,hour,week,continuous_hour
2016-01-04 21:15:00,3.57,2016-01-04,0,True,21,1,21
2016-01-04 21:30:00,3.6,2016-01-04,0,True,21,1,21
2016-01-04 21:45:00,3.54,2016-01-04,0,True,21,1,21
2016-01-04 22:00:00,3.63,2016-01-04,0,True,22,1,22
2016-01-04 22:15:00,3.51,2016-01-04,0,True,22,1,22
2016-01-04 22:30:00,3.57,2016-01-04,0,True,22,1,22
2016-01-04 22:45:00,3.54,2016-01-04,0,True,22,1,22
2016-01-04 23:00:00,3.6,2016-01-04,0,True,23,1,23
2016-01-04 23:15:00,3.48,2016-01-04,0,True,23,1,23
2016-01-04 23:30:00,3.57,2016-01-04,0,True,23,1,23
2016-01-04 23:45:00,3.54,2016-01-04,0,True,23,1,23
2016-01-05 00:00:00,3.54,2016-01-05,1,True,0,1,24
2016-01-05 00:15:00,3.51,2016-01-05,1,True,0,1,24
2016-01-05 00:30:00,3.48,2016-01-05,1,True,0,1,24
2016-01-05 00:45:00,2.91,2016-01-05,1,True,0,1,24
2016-01-05 01:00:00,2.76,2016-01-05,1,True,1,1,25
2016-01-05 01:15:00,2.76,2016-01-05,1,True,1,1,25
2016-01-05 01:30:00,2.64,2016-01-05,1,True,1,1,25
2016-01-05 01:45:00,2.7,2016-01-05,1,True,1,1,25
2016-01-05 02:00:00,2.67,2016-01-05,1,True,2,1,26
2016-01-05 02:15:00,2.7,2016-01-05,1,True,2,1,26
2016-01-05 02:30:00,2.64,2016-01-05,1,True,2,1,26
2016-01-05 02:45:00,2.7,2016-01-05,1,True,2,1,26
2016-01-05 03:00:00,2.67,2016-01-05,1,True,3,1,27
2016-01-05 03:15:00,2.64,2016-01-05,1,True,3,1,27
2016-01-05 03:30:00,2.7,2016-01-05,1,True,3,1,27
2016-01-05 03:45:00,2.64,2016-01-05,1,True,3,1,27
2016-01-05 04:00:00,2.7,2016-01-05,1,True,4,1,28
2016-01-05 04:15:00,2.67,2016-01-05,1,True,4,1,28
2016-01-05 04:30:00,2.67,2016-01-05,1,True,4,1,28
2016-01-05 04:45:00,2.64,2016-01-05,1,True,4,1,28
2016-01-05 05:00:00,2.67,2016-01-05,1,True,5,1,29
2016-01-05 05:15:00,2.64,2016-01-05,1,True,5,1,29
2016-01-05 05:30:00,2.73,2016-01-05,1,True,5,1,29
2016-01-05 05:45:00,2.67,2016-01-05,1,True,5,1,29
2016-01-05 06:00:00,2.73,2016-01-05,1,True,6,1,30
2016-01-05 06:15:00,2.7,2016-01-05,1,True,6,1,30
2016-01-05 06:30:00,3.36,2016-01-05,1,True,6,1,30
2016-01-05 06:45:00,4.2,2016-01-05,1,True,6,1,30
2016-01-05 07:00:00,4.23,2016-01-05,1,True,7,1,31
2016-01-05 07:15:00,4.71,2016-01-05,1,True,7,1,31
2016-01-05 07:30:00,4.95,2016-01-05,1,True,7,1,31
2016-01-05 07:45:00,5.22,2016-01-05,1,True,7,1,31
2016-01-05 08:00:00,6.45,2016-01-05,1,True,8,1,32
2016-01-05 08:15:00,6.63,2016-01-05,1,True,8,1,32
2016-01-05 08:30:00,7.5,2016-01-05,1,True,8,1,32
2016-01-05 08:45:00,7.59,2016-01-05,1,True,8,1,32
2016-01-05 09:00:00,8.04,2016-01-05,1,True,9,1,33
2016-01-05 09:15:00,8.4,2016-01-05,1,True,9,1,33
2016-01-05 09:30:00,8.04,2016-01-05,1,True,9,1,33
2016-01-05 09:45:00,7.68,2016-01-05,1,True,9,1,33
2016-01-05 10:00:00,7.86,2016-01-05,1,True,10,1,34
2016-01-05 10:15:00,8.1,2016-01-05,1,True,10,1,34
2016-01-05 10:30:00,7.41,2016-01-05,1,True,10,1,34
2016-01-05 10:45:00,7.47,2016-01-05,1,True,10,1,34
2016-01-05 11:00:00,7.71,2016-01-05,1,True,11,1,35
2016-01-05 11:15:00,7.92,2016-01-05,1,True,11,1,35
2016-01-05 11:30:00,7.68,2016-01-05,1,True,11,1,35
2016-01-05 11:45:00,7.5,2016-01-05,1,True,11,1,35
2016-01-05 12:00:00,7.23,2016-01-05,1,True,12,1,36
2016-01-05 12:15:00,7.11,2016-01-05,1,True,12,1,36
2016-01-05 12:30:00,7.17,2016-01-05,1,True,12,1,36
2016-01-05 12:45:00,6.66,2016-01-05,1,True,12,1,36
2016-01-05 13:00:00,6.54,2016-01-05,1,True,13,1,37
2016-01-05 13:15:00,6.81,2016-01-05,1,True,13,1,37
2016-01-05 13:30:00,7.35,2016-01-05,1,True,13,1,37
2016-01-05 13:45:00,7.05,2016-01-05,1,True,13,1,37
2016-01-05 14:00:00,7.23,2016-01-05,1,True,14,1,38
2016-01-05 14:15:00,7.47,2016-01-05,1,True,14,1,38
2016-01-05 14:30:00,7.29,2016-01-05,1,True,14,1,38
2016-01-05 14:45:00,7.44,2016-01-05,1,True,14,1,38
2016-01-05 15:00:00,7.65,2016-01-05,1,True,15,1,39
2016-01-05 15:15:00,7.35,2016-01-05,1,True,15,1,39
2016-01-05 15:30:00,6.96,2016-01-05,1,True,15,1,39
2016-01-05 15:45:00,7.2,2016-01-05,1,True,15,1,39
2016-01-05 16:00:00,7.23,2016-01-05,1,True,16,1,40
2016-01-05 16:15:00,7.17,2016-01-05,1,True,16,1,40
2016-01-05 16:30:00,7.05,2016-01-05,1,True,16,1,40
2016-01-05 16:45:00,6.96,2016-01-05,1,True,16,1,40
2016-01-05 17:00:00,6.9,2016-01-05,1,True,17,1,41
2016-01-05 17:15:00,6.66,2016-01-05,1,True,17,1,41
2016-01-05 17:30:00,6.33,2016-01-05,1,True,17,1,41
2016-01-05 17:45:00,5.7,2016-01-05,1,True,17,1,41
2016-01-05 18:00:00,5.25,2016-01-05,1,True,18,1,42
2016-01-05 18:15:00,10.14,2016-01-05,1,True,18,1,42
2016-01-05 18:30:00,5.25,2016-01-05,1,True,18,1,42
2016-01-05 18:45:00,5.07,2016-01-05,1,True,18,1,42
2016-01-05 19:00:00,4.65,2016-01-05,1,True,19,1,43
2016-01-05 19:15:00,4.59,2016-01-05,1,True,19,1,43
2016-01-05 19:30:00,4.68,2016-01-05,1,True,19,1,43
2016-01-05 19:45:00,3.9,2016-01-05,1,True,19,1,43
2016-01-05 20:00:00,4.05,2016-01-05,1,True,20,1,44
2016-01-05 20:15:00,7.86,2016-01-05,1,True,20,1,44
2016-01-05 20:30:00,3.93,2016-01-05,1,True,20,1,44
2016-01-05 20:45:00,3.81,2016-01-05,1,True,20,1,44
2016-01-05 21:00:00,3.57,2016-01-05,1,True,21,1,45
2016-01-05 21:15:00,3.48,2016-01-05,1,True,21,1,45
2016-01-05 21:30:00,3.33,2016-01-05,1,True,21,1,45
2016-01-05 21:45:00,3.36,2016-01-05,1,True,21,1,45
2016-01-05 22:00:00,3.3,2016-01-05,1,True,22,1,46
2016-01-05 22:15:00,3.33,2016-01-05,1,True,22,1,46
2016-01-05 22:30:00,3.27,2016-01-05,1,True,22,1,46
2016-01-05 22:45:00,3.36,2016-01-05,1,True,22,1,46
2016-01-05 23:00:00,3.24,2016-01-05,1,True,23,1,47
2016-01-05 23:15:00,3.3,2016-01-05,1,True,23,1,47
2016-01-05 23:30:00,3.27,2016-01-05,1,True,23,1,47
2016-01-05 23:45:00,3.3,2016-01-05,1,True,23,1,47
2016-01-06 00:00:00,6.54,2016-01-06,2,True,0,1,48
2016-01-06 00:15:00,3.33,2016-01-06,2,True,0,1,48
2016-01-06 00:30:00,3.27,2016-01-06,2,True,0,1,48
2016-01-06 00:45:00,2.97,2016-01-06,2,True,0,1,48
2016-01-06 01:00:00,2.76,2016-01-06,2,True,1,1,49
2016-01-06 01:15:00,2.67,2016-01-06,2,True,1,1,49
2016-01-06 01:30:00,2.58,2016-01-06,2,True,1,1,49
2016-01-06 01:45:00,5.16,2016-01-06,2,True,1,1,49
2016-01-06 02:00:00,2.58,2016-01-06,2,True,2,1,50
2016-01-06 02:15:00,2.52,2016-01-06,2,True,2,1,50
2016-01-06 02:30:00,2.67,2016-01-06,2,True,2,1,50
2016-01-06 02:45:00,2.58,2016-01-06,2,True,2,1,50
2016-01-06 03:00:00,2.61,2016-01-06,2,True,3,1,51
2016-01-06 03:15:00,2.61,2016-01-06,2,True,3,1,51
2016-01-06 03:30:00,2.64,2016-01-06,2,True,3,1,51
2016-01-06 03:45:00,2.61,2016-01-06,2,True,3,1,51
2016-01-06 04:00:00,2.58,2016-01-06,2,True,4,1,52
2016-01-06 04:15:00,2.67,2016-01-06,2,True,4,1,52
2016-01-06 04:30:00,5.04,2016-01-06,2,True,4,1,52
2016-01-06 04:45:00,2.64,2016-01-06,2,True,4,1,52
2016-01-06 05:00:00,2.55,2016-01-06,2,True,5,1,53
2016-01-06 05:15:00,2.61,2016-01-06,2,True,5,1,53
2016-01-06 05:30:00,2.55,2016-01-06,2,True,5,1,53
2016-01-06 05:45:00,2.64,2016-01-06,2,True,5,1,53
2016-01-06 06:00:00,2.61,2016-01-06,2,True,6,1,54
2016-01-06 06:15:00,2.79,2016-01-06,2,True,6,1,54
2016-01-06 06:30:00,3.69,2016-01-06,2,True,6,1,54
2016-01-06 06:45:00,4.23,2016-01-06,2,True,6,1,54
2016-01-06 07:00:00,4.38,2016-01-06,2,True,7,1,55
2016-01-06 07:15:00,4.35,2016-01-06,2,True,7,1,55
2016-01-06 07:30:00,4.62,2016-01-06,2,True,7,1,55
2016-01-06 07:45:00,4.86,2016-01-06,2,True,7,1,55
2016-01-06 08:00:00,5.49,2016-01-06,2,True,8,1,56
2016-01-06 08:15:00,6.36,2016-01-06,2,True,8,1,56
2016-01-06 08:30:00,7.56,2016-01-06,2,True,8,1,56
2016-01-06 08:45:00,7.14,2016-01-06,2,True,8,1,56
2016-01-06 09:00:00,7.47,2016-01-06,2,True,9,1,57
2016-01-06 09:15:00,7.89,2016-01-06,2,True,9,1,57
2016-01-06 09:30:00,8.07,2016-01-06,2,True,9,1,57
2016-01-06 09:45:00,8.43,2016-01-06,2,True,9,1,57
2016-01-06 10:00:00,8.01,2016-01-06,2,True,10,1,58
2016-01-06 10:15:00,7.56,2016-01-06,2,True,10,1,58
2016-01-06 10:30:00,7.5,2016-01-06,2,True,10,1,58
2016-01-06 10:45:00,7.8,2016-01-06,2,True,10,1,58
2016-01-06 11:00:00,7.56,2016-01-06,2,True,11,1,59
2016-01-06 11:15:00,7.32,2016-01-06,2,True,11,1,59
2016-01-06 11:30:00,7.29,2016-01-06,2,True,11,1,59
2016-01-06 11:45:00,7.47,2016-01-06,2,True,11,1,59
2016-01-06 12:00:00,7.26,2016-01-06,2,True,12,1,60
2016-01-06 12:15:00,6.96,2016-01-06,2,True,12,1,60
2016-01-06 12:30:00,6.9,2016-01-06,2,True,12,1,60
2016-01-06 12:45:00,6.54,2016-01-06,2,True,12,1,60
2016-01-06 13:00:00,6.33,2016-01-06,2,True,13,1,61
2016-01-06 13:15:00,6.45,2016-01-06,2,True,13,1,61
2016-01-06 13:30:00,7.2,2016-01-06,2,True,13,1,61
2016-01-06 13:45:00,7.23,2016-01-06,2,True,13,1,61
2016-01-06 14:00:00,7.26,2016-01-06,2,True,14,1,62
2016-01-06 14:15:00,15.42,2016-01-06,2,True,14,1,62
2016-01-06 14:30:00,7.05,2016-01-06,2,True,14,1,62
2016-01-06 14:45:00,6.84,2016-01-06,2,True,14,1,62
2016-01-06 15:00:00,6.99,2016-01-06,2,True,15,1,63
2016-01-06 15:15:00,7.26,2016-01-06,2,True,15,1,63
2016-01-06 15:30:00,7.29,2016-01-06,2,True,15,1,63
2016-01-06 15:45:00,7.38,2016-01-06,2,True,15,1,63
2016-01-06 16:00:00,7.5,2016-01-06,2,True,16,1,64
2016-01-06 16:15:00,6.99,2016-01-06,2,True,16,1,64
2016-01-06 16:30:00,7.08,2016-01-06,2,True,16,1,64
2016-01-06 16:45:00,6.72,2016-01-06,2,True,16,1,64
2016-01-06 17:00:00,7.23,2016-01-06,2,True,17,1,65
2016-01-06 17:15:00,7.68,2016-01-06,2,True,17,1,65
2016-01-06 17:30:00,6.84,2016-01-06,2,True,17,1,65
2016-01-06 17:45:00,6.33,2016-01-06,2,True,17,1,65
2016-01-06 18:00:00,5.85,2016-01-06,2,True,18,1,66
2016-01-06 18:15:00,5.52,2016-01-06,2,True,18,1,66
2016-01-06 18:30:00,5.07,2016-01-06,2,True,18,1,66
2016-01-06 18:45:00,4.77,2016-01-06,2,True,18,1,66
2016-01-06 19:00:00,4.86,2016-01-06,2,True,19,1,67
2016-01-06 19:15:00,4.56,2016-01-06,2,True,19,1,67
2016-01-06 19:30:00,8.34,2016-01-06,2,True,19,1,67
2016-01-06 19:45:00,4.17,2016-01-06,2,True,19,1,67
2016-01-06 20:00:00,4.32,2016-01-06,2,True,20,1,68
2016-01-06 20:15:00,4.11,2016-01-06,2,True,20,1,68
2016-01-06 20:30:00,4.11,2016-01-06,2,True,20,1,68
2016-01-06 20:45:00,3.9,2016-01-06,2,True,20,1,68
2016-01-06 21:00:00,3.75,2016-01-06,2,True,21,1,69
2016-01-06 21:15:00,3.6,2016-01-06,2,True,21,1,69
2016-01-06 21:30:00,3.6,2016-01-06,2,True,21,1,69
2016-01-06 21:45:00,3.66,2016-01-06,2,True,21,1,69
2016-01-06 22:00:00,3.54,2016-01-06,2,True,22,1,70
2016-01-06 22:15:00,3.39,2016-01-06,2,True,22,1,70
2016-01-06 22:30:00,3.36,2016-01-06,2,True,22,1,70
2016-01-06 22:45:00,3.39,2016-01-06,2,True,22,1,70
2016-01-06 23:00:00,3.33,2016-01-06,2,True,23,1,71
2016-01-06 23:15:00,3.39,2016-01-06,2,True,23,1,71
2016-01-06 23:30:00,3.36,2016-01-06,2,True,23,1,71
2016-01-06 23:45:00,3.36,2016-01-06,2,True,23,1,71
2016-01-07 00:00:00,3.42,2016-01-07,3,True,0,1,72
2016-01-07 00:15:00,3.36,2016-01-07,3,True,0,1,72
2016-01-07 00:30:00,3.39,2016-01-07,3,True,0,1,72
2016-01-07 00:45:00,3.06,2016-01-07,3,True,0,1,72
2016-01-07 01:00:00,2.76,2016-01-07,3,True,1,1,73
2016-01-07 01:15:00,5.28,2016-01-07,3,True,1,1,73
2016-01-07 01:30:00,2.64,2016-01-07,3,True,1,1,73
2016-01-07 01:45:00,5.16,2016-01-07,3,True,1,1,73
2016-01-07 02:00:00,2.55,2016-01-07,3,True,2,1,74
2016-01-07 02:15:00,2.58,2016-01-07,3,True,2,1,74
2016-01-07 02:30:00,2.61,2016-01-07,3,True,2,1,74
2016-01-07 02:45:00,2.55,2016-01-07,3,True,2,1,74
2016-01-07 03:00:00,2.61,2016-01-07,3,True,3,1,75
2016-01-07 03:15:00,2.58,2016-01-07,3,True,3,1,75
2016-01-07 03:30:00,2.55,2016-01-07,3,True,3,1,75
2016-01-07 03:45:00,2.58,2016-01-07,3,True,3,1,75
2016-01-07 04:00:00,2.58,2016-01-07,3,True,4,1,76
2016-01-07 04:15:00,2.61,2016-01-07,3,True,4,1,76
2016-01-07 04:30:00,2.58,2016-01-07,3,True,4,1,76
2016-01-07 04:45:00,2.64,2016-01-07,3,True,4,1,76
2016-01-07 05:00:00,2.55,2016-01-07,3,True,5,1,77
2016-01-07 05:15:00,2.61,2016-01-07,3,True,5,1,77
2016-01-07 05:30:00,2.58,2016-01-07,3,True,5,1,77
2016-01-07 05:45:00,2.67,2016-01-07,3,True,5,1,77
2016-01-07 06:00:00,2.58,2016-01-07,3,True,6,1,78
2016-01-07 06:15:00,2.73,2016-01-07,3,True,6,1,78
2016-01-07 06:30:00,3.36,2016-01-07,3,True,6,1,78
2016-01-07 06:45:00,8.7,2016-01-07,3,True,6,1,78
2016-01-07 07:00:00,4.35,2016-01-07,3,True,7,1,79
2016-01-07 07:15:00,4.65,2016-01-07,3,True,7,1,79
2016-01-07 07:30:00,9.66,2016-01-07,3,True,7,1,79
2016-01-07 07:45:00,4.92,2016-01-07,3,True,7,1,79
2016-01-07 08:00:00,5.82,2016-01-07,3,True,8,1,80
2016-01-07 08:15:00,6.18,2016-01-07,3,True,8,1,80
2016-01-07 08:30:00,6.15,2016-01-07,3,True,8,1,80
2016-01-07 08:45:00,6.51,2016-01-07,3,True,8,1,80
2016-01-07 09:00:00,7.29,2016-01-07,3,True,9,1,81
2016-01-07 09:15:00,7.41,2016-01-07,3,True,9,1,81
2016-01-07 09:30:00,7.65,2016-01-07,3,True,9,1,81
2016-01-07 09:45:00,7.92,2016-01-07,3,True,9,1,81
2016-01-07 10:00:00,7.41,2016-01-07,3,True,10,1,82
2016-01-07 10:15:00,7.5,2016-01-07,3,True,10,1,82
2016-01-07 10:30:00,7.29,2016-01-07,3,True,10,1,82
2016-01-07 10:45:00,6.96,2016-01-07,3,True,10,1,82
2016-01-07 11:00:00,7.41,2016-01-07,3,True,11,1,83
2016-01-07 11:15:00,7.38,2016-01-07,3,True,11,1,83
2016-01-07 11:30:00,7.23,2016-01-07,3,True,11,1,83
2016-01-07 11:45:00,6.87,2016-01-07,3,True,11,1,83
2016-01-07 12:00:00,6.81,2016-01-07,3,True,12,1,84
2016-01-07 12:15:00,6.69,2016-01-07,3,True,12,1,84
2016-01-07 12:30:00,6.75,2016-01-07,3,True,12,1,84
2016-01-07 12:45:00,7.32,2016-01-07,3,True,12,1,84
2016-01-07 13:00:00,7.35,2016-01-07,3,True,13,1,85
2016-01-07 13:15:00,7.2,2016-01-07,3,True,13,1,85
2016-01-07 13:30:00,7.74,2016-01-07,3,True,13,1,85
2016-01-07 13:45:00,7.98,2016-01-07,3,True,13,1,85
2016-01-07 14:00:00,7.98,2016-01-07,3,True,14,1,86
2016-01-07 14:15:00,7.95,2016-01-07,3,True,14,1,86
2016-01-07 14:30:00,8.61,2016-01-07,3,True,14,1,86
2016-01-07 14:45:00,7.77,2016-01-07,3,True,14,1,86
2016-01-07 15:00:00,7.53,2016-01-07,3,True,15,1,87
2016-01-07 15:15:00,7.92,2016-01-07,3,True,15,1,87
2016-01-07 15:30:00,7.95,2016-01-07,3,True,15,1,87
2016-01-07 15:45:00,7.8,2016-01-07,3,True,15,1,87
2016-01-07 16:00:00,7.71,2016-01-07,3,True,16,1,88
2016-01-07 16:15:00,7.44,2016-01-07,3,True,16,1,88
2016-01-07 16:30:00,7.38,2016-01-07,3,True,16,1,88
2016-01-07 16:45:00,7.14,2016-01-07,3,True,16,1,88
2016-01-07 17:00:00,13.8,2016-01-07,3,True,17,1,89
2016-01-07 17:15:00,6.45,2016-01-07,3,True,17,1,89
2016-01-07 17:30:00,6.39,2016-01-07,3,True,17,1,89
2016-01-07 17:45:00,5.91,2016-01-07,3,True,17,1,89
2016-01-07 18:00:00,5.94,2016-01-07,3,True,18,1,90
2016-01-07 18:15:00,5.07,2016-01-07,3,True,18,1,90
2016-01-07 18:30:00,4.86,2016-01-07,3,True,18,1,90
2016-01-07 18:45:00,4.56,2016-01-07,3,True,18,1,90
2016-01-07 19:00:00,9.66,2016-01-07,3,True,19,1,91
2016-01-07 19:15:00,4.74,2016-01-07,3,True,19,1,91
2016-01-07 19:30:00,4.65,2016-01-07,3,True,19,1,91
2016-01-07 19:45:00,4.26,2016-01-07,3,True,19,1,91
2016-01-07 20:00:00,4.14,2016-01-07,3,True,20,1,92
2016-01-07 20:15:00,4.14,2016-01-07,3,True,20,1,92
2016-01-07 20:30:00,3.93,2016-01-07,3,True,20,1,92
2016-01-07 20:45:00,3.99,2016-01-07,3,True,20,1,92
2016-01-07 21:00:00,3.93,2016-01-07,3,True,21,1,93
2016-01-07 21:15:00,3.87,2016-01-07,3,True,21,1,93
2016-01-07 21:30:00,3.66,2016-01-07,3,True,21,1,93
2016-01-07 21:45:00,3.6,2016-01-07,3,True,21,1,93
2016-01-07 22:00:00,3.45,2016-01-07,3,True,22,1,94
2016-01-07 22:15:00,3.48,2016-01-07,3,True,22,1,94
2016-01-07 22:30:00,3.42,2016-01-07,3,True,22,1,94
2016-01-07 22:45:00,3.45,2016-01-07,3,True,22,1,94
2016-01-07 23:00:00,3.39,2016-01-07,3,True,23,1,95
2016-01-07 23:15:00,3.42,2016-01-07,3,True,23,1,95
2016-01-07 23:30:00,3.39,2016-01-07,3,True,23,1,95
2016-01-07 23:45:00,3.45,2016-01-07,3,True,23,1,95
2016-01-08 00:00:00,3.42,2016-01-08,4,True,0,1,96
2016-01-08 00:15:00,3.42,2016-01-08,4,True,0,1,96
2016-01-08 00:30:00,3.48,2016-01-08,4,True,0,1,96
2016-01-08 00:45:00,3.3,2016-01-08,4,True,0,1,96
2016-01-08 01:00:00,3.3,2016-01-08,4,True,1,1,97
2016-01-08 01:15:00,3.24,2016-01-08,4,True,1,1,97
2016-01-08 01:30:00,3.27,2016-01-08,4,True,1,1,97
2016-01-08 01:45:00,3.21,2016-01-08,4,True,1,1,97
2016-01-08 02:00:00,3.3,2016-01-08,4,True,2,1,98
2016-01-08 02:15:00,3.3,2016-01-08,4,True,2,1,98
2016-01-08 02:30:00,3.27,2016-01-08,4,True,2,1,98
2016-01-08 02:45:00,3.33,2016-01-08,4,True,2,1,98
2016-01-08 03:00:00,3.24,2016-01-08,4,True,3,1,99
2016-01-08 03:15:00,3.27,2016-01-08,4,True,3,1,99
2016-01-08 03:30:00,3.21,2016-01-08,4,True,3,1,99
2016-01-08 03:45:00,6.6,2016-01-08,4,True,3,1,99
2016-01-08 04:00:00,3.21,2016-01-08,4,True,4,1,100
2016-01-08 04:15:00,3.3,2016-01-08,4,True,4,1,100
2016-01-08 04:30:00,3.24,2016-01-08,4,True,4,1,100
2016-01-08 04:45:00,3.27,2016-01-08,4,True,4,1,100
2016-01-08 05:00:00,3.24,2016-01-08,4,True,5,1,101
2016-01-08 05:15:00,3.3,2016-01-08,4,True,5,1,101
2016-01-08 05:30:00,3.3,2016-01-08,4,True,5,1,101
2016-01-08 05:45:00,3.36,2016-01-08,4,True,5,1,101
2016-01-08 06:00:00,3.36,2016-01-08,4,True,6,1,102
2016-01-08 06:15:00,3.87,2016-01-08,4,True,6,1,102
